'Marital status','Application mode','Application order',Course,'Daytime/evening attendance','Previous qualification','Previous qualification (grade)',Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,'Admission grade',Displaced,'Educational special needs',Debtor,'Tuition fees up to date',Gender,'Scholarship holder','Age at enrollment','Curricular units 1st sem (credited)','Curricular units 1st sem (enrolled)','Curricular units 1st sem (evaluations)','Curricular units 1st sem (approved)','Curricular units 1st sem (grade)','Curricular units 1st sem (without evaluations)','Curricular units 2nd sem (credited)','Curricular units 2nd sem (enrolled)','Curricular units 2nd sem (evaluations)','Curricular units 2nd sem (approved)','Curricular units 2nd sem (grade)','Curricular units 2nd sem (without evaluations)','Unemployment rate','Inflation rate',GDP,Target
single,'3rd phase - general contingent',1,Nursing,1,'Secondary education',140,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',1.6315789473684212,1,0,0,1,0,0,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.526963178807947,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.5846153788165678,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',3,Nursing,1,'Secondary education',132,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.2789473684210526,1,0,0,1,0,0,0.18867924528301885,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.1757803973509935,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.2276921178224898,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'Short cycle diploma holders',1,Management,1,'Professional higher technical course',130,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Data; accounting; statistical; financial services and registry-related operators','Skilled workers in metallurgy; metalworking and similar',2.0421052631578953,1,0,0,1,0,0,0.3773584905660377,1.5,2.1153846153846154,1.8888888888888888,2.1153846153846154,3.058398675496689,0.0,0.7894736842105263,1.9565217391304348,1.9696969696969697,2.0,3.470085419921106,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',130,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.657894736842105,1,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,1.4444444444444442,1.153846153846154,4.360672317880795,0.0,0.0,1.3043478260869565,1.2121212121212122,1.5,3.735576836871304,0.0,4.593023255813954,3.9999999999999996,0.0,Graduate
single,'1st phase - general contingent',1,'Journalism and Communication',1,'Secondary education',151,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Personal Services; Security and Safety Workers and Sellers',2.28421052631579,1,0,0,1,0,1,0.660377358490566,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.6203091390728477,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.4551280356508918,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',144,Portuguese,'Higher Education - Degree','Technological specialization course','Specialists in Intellectual and Scientific Activities','Intermediate Level Technicians and Professions',1.7894736842105263,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.888888888888889,1.346153846153846,3.350993377483444,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,3.610683647445762,0.0,5.0,1.2222222222222223,2.0739762219286657,Dropout
single,'1st phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',127,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',1.226315789473684,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.2671080794701983,0.0,0.0,1.3043478260869565,1.5151515151515151,0.75,3.23076915621302,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Enrolled
single,'2nd phase - general contingent',2,Nursing,1,'Secondary education',131,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.8315789473684216,1,0,0,1,0,0,0.2830188679245283,0.0,1.346153846153846,0.888888888888889,1.153846153846154,3.806622516556291,0.0,0.0,1.7391304347826086,1.5151515151515151,1.75,3.9442306782100616,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'2nd phase - general contingent',2,'Veterinary Nursing',1,'Secondary education',123,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Unskilled Workers',0.9789473684210523,1,0,0,1,0,0,0.18867924528301885,0.0,0.9615384615384616,1.4444444444444442,0.576923076923077,3.178807947019868,0.8333333333333333,0.0,1.0869565217391304,1.2121212121212122,1.0,3.1634614654585818,0.0,1.0465116279069773,0.0,0.6208718626155876,Enrolled
single,'1st phase - general contingent',5,'Journalism and Communication',1,'Secondary education',130,Portuguese,Unknown,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.',Student,'Installation and Machine Operators and Assembly Workers',1.752631578947369,1,0,0,0,0,1,0.09433962264150943,0.0,1.153846153846154,1.3333333333333333,0.576923076923077,3.178807947019868,0.0,0.0,1.3043478260869565,2.2727272727272725,0.75,2.871794895266272,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
single,'Change of course',1,Tourism,1,'Secondary education',130,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',1.8421052631578947,0,0,0,1,0,1,0.18867924528301885,0.0,1.153846153846154,1.222222222222222,0.7692307692307693,3.178807947019868,0.0,0.0,1.3043478260869565,2.121212121212121,0.75,2.9615383931952683,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'2nd phase - general contingent',2,'Basic Education',1,'Secondary education',131,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Administrative staff','Installation and Machine Operators and Assembly Workers',1.4157894736842107,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,1.1111111111111112,0.9615384615384616,3.337748344370861,0.0,0.0,1.3043478260869565,1.0606060606060606,1.25,3.015384545798818,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',5,'Social Service',1,'Higher education - degree',135,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Intermediate Level Technicians and Professions',1.810526315789474,0,0,1,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.2229581456953644,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.320512654142016,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',2,'Basic Education',1,'Secondary education',123,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Meal preparation assistants','Other Armed Forces personnel',1.0684210526315787,1,0,0,1,0,0,0.2830188679245283,0.0,1.346153846153846,0.888888888888889,1.153846153846154,3.576158940397351,0.0,0.0,1.5217391304347827,1.2121212121212122,1.5,3.7692306822485233,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'1st phase - general contingent',5,Nursing,1,'Secondary education',145,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.6052631578947367,1,0,0,1,0,1,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.5384615384615385,3.6460264900662254,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.705624914485579,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'2nd phase - general contingent',6,'Oral Hygiene',1,'Secondary education',118,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',1.1999999999999997,1,0,0,1,0,1,0.18867924528301885,0.0,1.346153846153846,1.222222222222222,1.153846153846154,3.28476821192053,0.0,0.0,1.5217391304347827,1.2121212121212122,1.5,3.446153766627221,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'2nd phase - general contingent',3,Management,1,'Secondary education',125,Portuguese,'Higher Education - Degree','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Specialists in Intellectual and Scientific Activities','Armed Forces Professions',1.2473684210526317,1,0,0,1,0,0,0.09433962264150943,0.0,0.9615384615384616,1.777777777777778,0.7692307692307693,2.825607152317881,0.0,0.0,1.0869565217391304,1.6666666666666665,0.5,3.23076915621302,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Enrolled
single,'1st phase - general contingent',2,Nursing,1,'Secondary education',152,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',2.3157894736842106,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.153846153846154,3.7969094039735096,0.0,0.0,1.5217391304347827,1.0606060606060606,1.5,3.858974180177519,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',101,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Unskilled Workers',0.20526315789473715,1,0,0,1,0,0,0.3773584905660377,0.0,1.153846153846154,1.3333333333333333,0.7692307692307693,3.3112582781456954,0.0,0.0,1.3043478260869565,1.9696969696969697,0.5,3.4102564213017756,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'2nd phase - general contingent',1,Tourism,1,'Secondary education',137,Portuguese,Unknown,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.',Student,'Skilled Workers in Industry; Construction and Craftsmen',2.247368421052631,1,0,1,0,0,0,0.18867924528301885,0.0,1.153846153846154,1.5555555555555556,0.19230769230769232,2.6490066225165565,0.0,0.0,1.3043478260869565,1.9696969696969697,0.0,0.0,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',123,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',0.9789473684210523,1,0,0,1,0,0,0.3773584905660377,0.0,1.346153846153846,0.888888888888889,1.346153846153846,3.8930463576158933,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,3.9367519860749542,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',120,Portuguese,'Higher Education - Master','Secondary Education - 12th Year of Schooling or Eq.','Specialists in Intellectual and Scientific Activities','Unskilled Workers',0.9684210526315793,0,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,1.5555555555555556,0.7692307692307693,3.0463576158940397,0.0,0.0,1.3043478260869565,2.5757575757575757,0.75,3.7019229914940848,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'2nd phase - general contingent',3,'Oral Hygiene',1,'Secondary education',131,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.763157894736842,0,0,0,1,0,1,0.09433962264150943,0.0,1.346153846153846,1.0,1.346153846153846,3.405445298013245,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.74567299048447,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',141,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Intermediate Level Technicians and Professions','Armed Forces Professions',2.5157894736842112,0,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.629139072847682,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,3.767734836129196,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - general contingent',1,Equinculture,1,'Secondary education',144,Portuguese,'Higher Education - Degree','Secondary Education - 12th Year of Schooling or Eq.','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers','Intermediate Level Technicians and Professions',2.247368421052631,0,0,0,0,0,0,0.5660377358490566,0.0,0.9615384615384616,1.0,0.0,0.0,1.25,0.2631578947368421,1.0869565217391304,1.5151515151515151,0.25,3.23076915621302,1.25,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'1st phase - general contingent',1,'Social Service',1,'Secondary education',107,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',0.4473684210526316,1,0,0,1,0,0,0.2830188679245283,0.0,1.153846153846154,1.4444444444444442,0.576923076923077,2.9668874172185427,0.0,0.0,1.3043478260869565,1.3636363636363635,1.0,3.23076915621302,0.0,5.0,1.2222222222222223,2.0739762219286657,Enrolled
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',133,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',1.4842105263157896,0,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.7777777777777778,1.346153846153846,3.519394437086093,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,3.5897434171597675,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
single,'2nd phase - general contingent',2,'Basic Education',1,'Secondary education',126,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Specialists in Intellectual and Scientific Activities','Armed Forces Professions',1.6315789473684212,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,1.0,0.9615384615384616,3.443708609271523,0.0,0.0,1.3043478260869565,1.2121212121212122,1.25,2.7999999353846174,0.0,0.0,3.777777777777778,2.892998678996037,Enrolled
single,'Over 23 years old',1,Nursing,1,'Secondary education',133.1,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Intermediate Level Technicians and Professions','Skilled Workers in Industry; Construction and Craftsmen',1.405263157894737,0,0,0,1,0,1,0.9433962264150944,0.0,1.346153846153846,0.888888888888889,1.153846153846154,3.337748344370861,0.0,0.0,1.5217391304347827,1.3636363636363635,1.5,3.146153696627223,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Enrolled
single,'2nd phase - general contingent',1,Management,1,'Secondary education',147,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',2.5157894736842112,1,0,1,0,0,1,0.18867924528301885,0.0,0.9615384615384616,0.5555555555555556,0.9615384615384616,3.390728476821192,0.0,0.0,1.0869565217391304,0.7575757575757576,1.0,3.23076915621302,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'Change of course',1,Equinculture,1,'Secondary education',120,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.3157894736842104,1,0,0,1,0,0,0.3773584905660377,0.0,1.153846153846154,1.5555555555555556,0.9615384615384616,3.0463576158940397,0.41666666666666663,0.0,1.3043478260869565,1.9696969696969697,1.25,2.9615383931952683,0.41666666666666663,4.593023255813954,3.9999999999999996,0.0,Dropout
single,'3rd phase - general contingent',1,Nursing,1,'Secondary education',130,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Installation and Machine Operators and Assembly Workers',1.2789473684210526,1,0,0,1,0,1,0.18867924528301885,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.0198675496688745,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.069230698402369,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
